RacerID,Venue,local_win_rate
3934,蒲郡,5.47
3934,常滑,5.16
3934,津,5.24
3934,三国,5.16
3934,びわこ,5.33
3934,住之江,5.16
3934,尼崎,5.14
3934,鳴門,5.29
3934,丸亀,5.2
3934,児島,5.52
3934,宮島,5.19
3934,徳山,4.9
3934,下関,5.2
3934,若松,5.28
3934,芦屋,5.14
3934,福岡,5.55
3934,唐津,4.91
3934,大村,5.04
3935,桐生,5.12
3935,戸田,4.79
3935,江戸川,5.27
3935,平和島,4.74
3935,多摩川,4.74
3935,浜名湖,4.54
3935,蒲郡,4.27
3935,常滑,4.41
3935,津,5.33
3935,三国,5.01
3935,びわこ,5.34
3935,住之江,5.21
3935,尼崎,4.97
3935,鳴門,4.47
3935,丸亀,4.87
3935,児島,5.0
3935,宮島,5.12
3935,徳山,4.96
3935,下関,5.22
3935,若松,5.5
3935,芦屋,4.64
3935,福岡,4.57
3935,唐津,4.78
3935,大村,5.32
3936,桐生,4.54
3936,戸田,4.08
3936,江戸川,3.73
3936,平和島,4.32
3936,多摩川,4.3
3936,浜名湖,5.05
3936,蒲郡,5.06
3936,常滑,4.25
3936,津,4.91
3936,三国,3.86
3936,びわこ,4.6
3936,住之江,4.83
3936,尼崎,4.45
3936,鳴門,4.57
3936,丸亀,4.25
3936,児島,4.36
3936,宮島,4.64
3936,徳山,4.3
3936,下関,4.25
3936,若松,4.35
3936,芦屋,4.15
3936,福岡,3.81
3936,唐津,4.14
3936,大村,4.74
3939,桐生,6.08
3939,戸田,5.85
3939,江戸川,5.09
3939,平和島,5.69
3939,多摩川,5.58
3939,浜名湖,5.75
3939,蒲郡,5.94
3939,常滑,6.09
3939,津,5.15
3939,三国,5.66
3939,びわこ,5.22
3939,住之江,5.97
3939,尼崎,5.94
3939,鳴門,6.03
3939,丸亀,5.99
3939,児島,5.51
3939,宮島,5.72
3939,徳山,5.81
3939,下関,5.89
3939,若松,5.63
3939,芦屋,5.33
3939,福岡,2.89
3939,唐津,5.08
3939,大村,5.56
3940,桐生,6.56
3940,戸田,6.89
3940,江戸川,6.68
3940,平和島,6.58
3940,多摩川,6.61
3940,浜名湖,6.8
3940,蒲郡,6.11
3940,常滑,6.41
3940,津,6.06
3940,三国,6.32
3940,びわこ,6.85
3940,住之江,6.34
3940,尼崎,6.53
3940,鳴門,6.28
3940,丸亀,6.34
3940,児島,6.59
3940,宮島,6.88
3940,徳山,6.67
3940,下関,6.79
3940,若松,6.75
3940,芦屋,6.67
3940,福岡,6.96
3940,唐津,6.6
3940,大村,5.86
3941,桐生,7.41
3941,戸田,7.48
3941,江戸川,6.82
3941,平和島,7.96
3941,多摩川,7.82
3941,浜名湖,7.29
3941,蒲郡,7.94
3941,常滑,8.02
3941,津,7.29
3941,三国,7.25
3941,びわこ,7.51
3941,住之江,7.43
3941,尼崎,7.58
3941,鳴門,7.64
3941,丸亀,7.63
3941,児島,7.84
3941,宮島,7.47
3941,徳山,7.63
3941,下関,7.33
3941,若松,7.36
3941,芦屋,7.34
3941,福岡,7.39
3941,唐津,7.85
3941,大村,7.76
3942,桐生,6.54
3942,戸田,6.38
3942,江戸川,6.88
3942,平和島,6.69
3942,多摩川,6.52
3942,浜名湖,6.68
3942,蒲郡,7.26
3942,常滑,7.01
3942,津,7.12
3942,三国,6.9
3942,びわこ,6.45
3942,住之江,6.95
3942,尼崎,7.18
3942,鳴門,7.3
3942,丸亀,6.44
3942,児島,7.02
3942,宮島,6.51
3942,徳山,7.58
3942,下関,7.53
3942,若松,6.99
3942,芦屋,7.25
3942,福岡,6.98
3942,唐津,6.78
3942,大村,6.7
3943,桐生,4.8
3943,戸田,4.2
3943,江戸川,4.69
3943,平和島,4.46
3943,多摩川,4.63
3943,浜名湖,4.69
3943,蒲郡,4.53
3943,常滑,4.18
3943,津,4.51
3943,三国,4.46
3943,びわこ,4.66
3943,住之江,4.36
3943,尼崎,4.61
3943,鳴門,4.05
3943,丸亀,4.31
3943,児島,4.36
3943,宮島,4.97
3943,徳山,4.18
3943,下関,3.98
3943,若松,4.44
3943,芦屋,3.48
3943,福岡,4.48
3943,唐津,4.43
3943,大村,4.24
3944,桐生,6.2
3944,戸田,5.76
3944,江戸川,6.35
3944,平和島,5.45
3944,多摩川,5.78
3944,浜名湖,6.37
3944,蒲郡,5.88
3944,常滑,6.14
3944,津,5.66
3944,三国,6.46
3944,びわこ,6.22
3944,住之江,6.08
3944,尼崎,5.96
3944,鳴門,5.97
3944,丸亀,6.25
3944,児島,6.02
3944,宮島,6.3
3944,徳山,6.49
3944,下関,5.94
3944,若松,6.25
3944,芦屋,6.11
3944,福岡,6.27
3944,唐津,5.93
3944,大村,6.61
3945,桐生,5.21
3945,戸田,4.58
3945,江戸川,5.14
3945,平和島,4.95
3945,多摩川,5.09
3945,浜名湖,4.69
3945,蒲郡,5.11
3945,常滑,5.27
3945,津,4.95
3945,三国,4.61
3945,びわこ,5.04
3945,住之江,4.64
3945,尼崎,4.21
3945,鳴門,4.72
3945,丸亀,4.55
3945,児島,4.63
3945,宮島,5.05
3945,徳山,4.31
3945,下関,5.17
3945,若松,4.45
3945,芦屋,4.81
3945,福岡,5.23
3945,唐津,4.85
3945,大村,4.73
3946,桐生,6.89
3946,戸田,6.87
3946,江戸川,7.0
3946,平和島,6.98
3946,多摩川,7.32
3946,浜名湖,7.03
3946,蒲郡,7.77
3946,常滑,7.22
3946,津,7.06
3946,三国,7.65
3946,びわこ,7.38
3946,住之江,6.83
3946,尼崎,7.01
3946,鳴門,7.18
3946,丸亀,7.18
3946,児島,7.31
3946,宮島,7.46
3946,徳山,7.6
3946,下関,7.37
3946,若松,7.64
3946,芦屋,7.7
3946,福岡,7.37
3946,唐津,7.56
3946,大村,7.3
3947,桐生,5.47
3947,戸田,5.09
3947,江戸川,5.46
3947,平和島,4.96
3947,多摩川,5.11
3947,浜名湖,5.02
3947,蒲郡,4.82
3947,常滑,4.73
3947,津,4.94
3947,三国,5.21
3947,びわこ,5.05
3947,住之江,5.09
3947,尼崎,5.02
3947,鳴門,5.09
3947,丸亀,5.25
3947,児島,5.13
3947,宮島,5.22
3947,徳山,4.98
3947,下関,4.91
3947,若松,4.88
3947,芦屋,4.53
3947,福岡,5.31
3947,唐津,5.23
3947,大村,4.71
3948,桐生,4.58
3948,戸田,4.9
3948,江戸川,4.77
3948,平和島,4.22
3948,多摩川,4.53
3948,浜名湖,4.84
3948,蒲郡,4.58
3948,常滑,4.22
3948,津,4.84
3948,三国,4.49
3948,びわこ,4.64
3948,住之江,4.79
3948,尼崎,4.81
3948,鳴門,4.94
3948,丸亀,4.54
3948,児島,4.45
3948,宮島,4.55
3948,徳山,4.71
3948,下関,4.46
3948,若松,4.81
3948,芦屋,5.24
3948,福岡,5.03
3948,唐津,4.36
3948,大村,4.76
3949,桐生,4.28
3949,戸田,4.59
3949,江戸川,5.39
3949,平和島,4.98
3949,多摩川,4.73
3949,浜名湖,4.83
3949,蒲郡,4.54
3949,常滑,4.76
3949,津,5.39
3949,三国,4.78
3949,びわこ,4.6
3949,住之江,4.41
3949,尼崎,4.16
3949,鳴門,4.76
3949,丸亀,4.58
3949,児島,4.7
3949,宮島,5.02
3949,徳山,4.35
3949,下関,4.8
3949,若松,4.97
3949,芦屋,4.48
3949,福岡,4.64
3949,唐津,4.46
3949,大村,4.69
3950,桐生,4.77
3950,戸田,4.43
3950,江戸川,4.83
3950,平和島,5.14
3950,多摩川,4.76
3950,浜名湖,4.51
3950,蒲郡,4.47
3950,常滑,5.23
3950,津,4.66
3950,三国,4.91
3950,びわこ,4.61
3950,住之江,4.62
3950,尼崎,4.8
3950,鳴門,4.96
3950,丸亀,4.7
3950,児島,5.21
3950,宮島,4.51
3950,徳山,4.33
3950,下関,4.57
3950,若松,4.36
3950,芦屋,4.43
3950,福岡,4.72
3950,唐津,5.32
3950,大村,5.2
3951,桐生,5.17
3951,戸田,5.21
3951,江戸川,5.82
3951,平和島,5.46
3951,多摩川,5.22
3951,浜名湖,5.71
3951,蒲郡,5.34
3951,常滑,5.36
3951,津,5.45
3951,三国,5.31
3951,びわこ,5.37
3951,住之江,5.9
3951,尼崎,5.56
3951,鳴門,5.56
3951,丸亀,5.72
3951,児島,5.12
3951,宮島,5.87
3951,徳山,5.84
3951,下関,5.77
3951,若松,5.96
3951,芦屋,5.93
3951,福岡,5.67
3951,唐津,5.89
3951,大村,5.76
3952,桐生,6.98
3952,戸田,7.15
3952,江戸川,7.01
3952,平和島,6.88
3952,多摩川,6.65
3952,浜名湖,6.77
3952,蒲郡,7.24
3952,常滑,6.52
3952,津,6.85
3952,三国,6.48
3952,びわこ,7.09
3952,住之江,5.95
3952,尼崎,6.58
3952,鳴門,6.78
3952,丸亀,6.83
3952,児島,6.7
3952,宮島,6.96
3952,徳山,7.2
3952,下関,6.79
3952,若松,7.06
3952,芦屋,7.5
3952,福岡,7.08
3952,唐津,6.97
3952,大村,6.94
3953,桐生,5.47
3953,戸田,5.07
3953,江戸川,4.87
3953,平和島,4.85
3953,多摩川,5.63
3953,浜名湖,4.79
3953,蒲郡,5.37
3953,常滑,5.53
3953,津,4.91
3953,三国,4.66
3953,びわこ,4.75
3953,住之江,5.11
3953,尼崎,4.94
3953,鳴門,4.88
3953,丸亀,4.97
3953,児島,5.32
3953,宮島,4.37
3953,徳山,4.63
3953,下関,5.38
3953,若松,4.92
3953,芦屋,5.19
3953,福岡,5.11
3953,唐津,5.28
3953,大村,4.94
3955,桐生,6.1
3955,戸田,6.14
3955,江戸川,6.0
3955,平和島,5.73
3955,多摩川,5.82
3955,浜名湖,6.19
3955,蒲郡,5.92
3955,常滑,6.33
3955,津,6.15
3955,三国,6.04
3955,びわこ,5.8
3955,住之江,6.13
3955,尼崎,6.03
3955,鳴門,6.48
3955,丸亀,5.91
3955,児島,5.9
3955,宮島,5.89
3955,徳山,6.27
3955,下関,6.5
3955,若松,6.25
3955,芦屋,6.14
3955,福岡,5.65
3955,唐津,6.21
3955,大村,5.71
3956,桐生,6.58
3956,戸田,6.68
3956,江戸川,7.2
3956,平和島,6.51
3956,多摩川,6.55
3956,浜名湖,6.87
3956,蒲郡,6.81
3956,常滑,6.8
3956,津,6.57
3956,三国,6.55
3956,びわこ,6.7
3956,住之江,6.57
3956,尼崎,6.57
3956,鳴門,6.93
3956,丸亀,6.63
3956,児島,7.14
3956,宮島,6.53
3956,徳山,6.69
3956,下関,7.07
3956,若松,6.0
3956,芦屋,7.08
3956,福岡,6.75
3956,唐津,6.56
3956,大村,6.66
3957,桐生,5.54
3957,戸田,5.63
3957,江戸川,5.7
3957,平和島,5.68
3957,多摩川,5.55
3957,浜名湖,5.7
3957,蒲郡,5.46
3957,常滑,5.32
3957,津,5.36
3957,三国,5.72
3957,びわこ,5.0
3957,住之江,5.24
3957,尼崎,5.43
3957,鳴門,5.77
3957,丸亀,5.85
3957,児島,5.51
3957,宮島,6.06
3957,徳山,5.63
3957,下関,5.64
3957,若松,5.38
3957,芦屋,5.45
3957,福岡,5.62
3957,唐津,5.98
3957,大村,5.64
3959,桐生,7.0
3959,戸田,7.13
3959,江戸川,6.9
3959,平和島,7.46
3959,多摩川,7.09
3959,浜名湖,7.24
3959,蒲郡,7.01
3959,常滑,7.2
3959,津,7.52
3959,三国,7.08
3959,びわこ,7.2
3959,住之江,7.06
3959,尼崎,6.78
3959,鳴門,7.04
3959,丸亀,7.24
3959,児島,7.18
3959,宮島,7.42
3959,徳山,7.34
3959,下関,7.2
3959,若松,7.0
3959,芦屋,7.09
3959,福岡,7.35
3959,唐津,7.35
3959,大村,7.17
3960,桐生,7.22
3960,戸田,6.71
3960,江戸川,6.88
3960,平和島,7.34
3960,多摩川,7.1
3960,浜名湖,7.46
3960,蒲郡,7.26
3960,常滑,7.31
3960,津,6.99
3960,三国,7.28
3960,びわこ,7.44
3960,住之江,7.14
3960,尼崎,7.37
3960,鳴門,7.1
3960,丸亀,7.1
3960,児島,7.58
3960,宮島,6.49
3960,徳山,7.36
3960,下関,7.57
3960,若松,7.25
3960,芦屋,6.78
3960,福岡,7.0
3960,唐津,7.74
3960,大村,7.4
3961,桐生,6.18
3961,戸田,6.43
3961,江戸川,6.11
3961,平和島,6.06
3961,多摩川,6.55
3961,浜名湖,6.15
3961,蒲郡,6.32
3961,常滑,6.13
3961,津,6.59
3961,三国,6.49
3961,びわこ,6.47
3961,住之江,5.94
3961,尼崎,6.24
3961,鳴門,6.18
3961,丸亀,6.7
3961,児島,6.35
3961,宮島,6.29
3961,徳山,6.88
3961,下関,6.8
3961,若松,6.62
3961,芦屋,6.32
3961,福岡,6.36
3961,唐津,6.19
3961,大村,6.36
3963,桐生,6.1
3963,戸田,6.2
3963,江戸川,6.39
3963,平和島,5.85
3963,多摩川,5.81
3963,浜名湖,5.57
3963,蒲郡,5.91
3963,常滑,5.87
3963,津,5.94
3963,三国,5.56
3963,びわこ,6.06
3963,住之江,6.12
3963,尼崎,6.32
3963,鳴門,5.67
3963,丸亀,5.84
3963,児島,6.08
3963,宮島,6.14
3963,徳山,5.71
3963,下関,6.32
3963,若松,6.46
3963,芦屋,5.94
3963,福岡,5.73
3963,唐津,6.15
3963,大村,6.13
3964,桐生,4.26
3964,戸田,4.21
3964,江戸川,4.45
3964,平和島,3.23
3964,多摩川,4.38
3964,浜名湖,4.1
3964,蒲郡,4.17
3964,常滑,4.03
3964,津,4.5
3964,三国,4.14
3964,びわこ,4.34
3964,住之江,3.54
3964,尼崎,4.36
3964,鳴門,4.1
3964,丸亀,4.4
3964,児島,4.09
3964,宮島,4.52
3964,徳山,4.0
3964,下関,4.27
3964,若松,4.2
3964,芦屋,3.96
3964,福岡,4.23
3964,唐津,4.15
3964,大村,4.34
3965,桐生,5.9
3965,戸田,6.16
3965,江戸川,5.49
3965,平和島,5.61
3965,多摩川,5.62
3965,浜名湖,5.19
3965,蒲郡,5.68
3965,常滑,5.16
3965,津,5.05
3965,三国,4.81
3965,びわこ,5.93
3965,住之江,5.31
3965,尼崎,5.09
3965,鳴門,4.79
3965,丸亀,5.73
3965,児島,5.43
3965,宮島,4.93
3965,徳山,5.58
3965,下関,5.17
3965,若松,4.96
3965,芦屋,5.42
3965,福岡,5.66
3965,唐津,5.39
3965,大村,5.37
3966,桐生,6.78
3966,戸田,6.45
3966,江戸川,6.95
3966,平和島,6.55
3966,多摩川,6.54
3966,浜名湖,6.36
3966,蒲郡,6.67
3966,常滑,6.2
3966,津,6.71
3966,三国,6.93
3966,びわこ,6.68
3966,住之江,6.35
3966,尼崎,6.46
3966,鳴門,6.59
3966,丸亀,6.55
3966,児島,6.38
3966,宮島,6.4
3966,徳山,6.22
3966,下関,6.52
3966,若松,6.31
3966,芦屋,6.19
3966,福岡,6.98
3966,唐津,7.03
3966,大村,6.27
3967,桐生,5.03
3967,戸田,4.96
3967,江戸川,5.6
3967,平和島,5.05
3967,多摩川,5.77
3967,浜名湖,5.28
3967,蒲郡,5.46
3967,常滑,5.44
3967,津,5.24
3967,三国,5.22
3967,びわこ,5.56
3967,住之江,5.52
3967,尼崎,5.05
3967,鳴門,5.18
3967,丸亀,5.08
3967,児島,5.14
3967,宮島,6.17
3967,徳山,5.04
3967,下関,4.97
3967,若松,5.4
3967,芦屋,6.1
3967,福岡,4.53
3967,唐津,5.27
3967,大村,5.11
3968,桐生,5.43
3968,戸田,5.46
3968,江戸川,5.77
3968,平和島,5.59
3968,多摩川,5.96
3968,浜名湖,5.88
3968,蒲郡,5.32
3968,常滑,5.35
3968,津,5.58
3968,三国,5.82
3968,びわこ,6.05
3968,住之江,5.72
3968,尼崎,5.76
3968,鳴門,5.72
3968,丸亀,5.66
3968,児島,5.84
3968,宮島,5.72
3968,徳山,5.36
3968,下関,5.89
3968,若松,5.87
3968,芦屋,5.35
3968,福岡,6.16
3968,唐津,6.2
3968,大村,5.47
3970,桐生,5.23
3970,戸田,4.62
3970,江戸川,5.05
3970,平和島,4.91
3970,多摩川,4.88
3970,浜名湖,4.57
3970,蒲郡,4.66
3970,常滑,4.87
3970,津,4.39
3970,三国,4.54
3970,びわこ,5.26
3970,住之江,4.82
3970,尼崎,4.72
3970,鳴門,5.18
3970,丸亀,4.79
3970,児島,4.88
3970,宮島,4.7
3970,徳山,4.36
3970,下関,5.36
3970,若松,5.3
3970,芦屋,4.93
3970,福岡,5.9
3970,唐津,5.15
3970,大村,5.0
3973,桐生,4.71
3973,戸田,4.46
3973,江戸川,5.13
3973,平和島,4.49
3973,多摩川,4.43
3973,浜名湖,3.75
3973,蒲郡,4.32
3973,常滑,3.94
3973,津,4.1
3973,三国,3.95
3973,びわこ,5.1
3973,住之江,3.79
3973,尼崎,3.87
3973,鳴門,3.63
3973,丸亀,4.32
3973,児島,3.89
3973,宮島,3.93
3973,徳山,4.19
3973,下関,4.01
3973,若松,4.31
3973,芦屋,3.71
3973,福岡,4.18
3973,唐津,3.73
3973,大村,4.85
3974,桐生,4.21
3974,戸田,4.33
3974,江戸川,3.72
3974,平和島,4.92
3974,多摩川,4.54
3974,浜名湖,4.8
3974,蒲郡,4.84
3974,常滑,4.24
3974,津,4.47
3974,三国,4.19
3974,びわこ,4.34
3974,住之江,4.24
3974,尼崎,4.46
3974,鳴門,3.75
3974,丸亀,4.74
3974,児島,4.41
3974,宮島,4.41
3974,徳山,4.59
3974,下関,3.79
3974,若松,4.39
3974,芦屋,4.16
3974,福岡,4.64
3974,唐津,4.57
3974,大村,4.59
3975,桐生,5.66
3975,戸田,5.58
3975,江戸川,5.81
3975,平和島,5.47
3975,多摩川,5.75
3975,浜名湖,5.63
3975,蒲郡,5.61
3975,常滑,5.73
3975,津,5.83
3975,三国,5.44
3975,びわこ,5.76
3975,住之江,5.85
3975,尼崎,5.59
3975,鳴門,5.75
3975,丸亀,5.62
3975,児島,5.45
3975,宮島,5.55
3975,徳山,5.34
3975,下関,5.43
3975,若松,5.25
3975,芦屋,5.77
3975,福岡,5.5
3975,唐津,5.46
3975,大村,5.69
3976,桐生,3.73
3976,戸田,4.62
3976,江戸川,3.68
3976,平和島,3.87
3976,多摩川,4.23
3976,浜名湖,3.86
3976,蒲郡,3.77
3976,常滑,3.97
3976,津,4.1
3976,三国,3.12
3976,びわこ,3.85
3976,住之江,3.75
3976,尼崎,3.76
3976,鳴門,3.83
3976,丸亀,3.67
3976,児島,3.95
3976,宮島,3.77
3976,徳山,4.63
3976,下関,4.18
3976,若松,4.05
3976,芦屋,3.27
3976,福岡,3.73
3976,唐津,4.27
3976,大村,3.53
3977,桐生,5.22
3977,戸田,4.39
3977,江戸川,5.11
3977,平和島,4.89
3977,多摩川,4.89
3977,浜名湖,4.55
3977,蒲郡,4.73
3977,常滑,4.63
3977,津,5.03
3977,三国,4.81
3977,びわこ,4.62
3977,住之江,5.21
3977,尼崎,4.36
3977,鳴門,4.97
3977,丸亀,4.69
3977,児島,5.47
3977,宮島,5.31
3977,徳山,4.92
3977,下関,4.22
3977,若松,5.01
3977,芦屋,4.86
3977,福岡,5.39
3977,唐津,5.08
3977,大村,4.88
3978,桐生,7.16
3978,戸田,6.57
3978,江戸川,6.82
3978,平和島,6.85
3978,多摩川,6.89
3978,浜名湖,6.93
3978,蒲郡,6.82
3978,常滑,6.91
3978,津,6.58
3978,三国,7.14
3978,びわこ,6.86
3978,住之江,6.98
3978,尼崎,6.67
3978,鳴門,6.72
3978,丸亀,6.31
3978,児島,7.33
3978,宮島,6.38
3978,徳山,6.49
3978,下関,7.12
3978,若松,6.95
3978,芦屋,6.42
3978,福岡,6.27
3978,唐津,6.5
3978,大村,7.1
3979,桐生,3.21
3979,戸田,3.58
3979,江戸川,4.21
3979,平和島,3.47
3979,多摩川,3.16
3979,浜名湖,2.92
3979,蒲郡,3.76
3979,常滑,3.96
3979,津,3.73
3979,三国,3.41
3979,びわこ,2.8
3979,住之江,3.33
3979,尼崎,3.83
3979,鳴門,3.51
3979,丸亀,2.75
3979,児島,3.41
3979,宮島,3.28
3979,徳山,3.16
3979,下関,3.59
3979,若松,3.57
3979,芦屋,3.52
3979,福岡,3.86
3979,唐津,3.42
3979,大村,3.42
3980,桐生,4.69
3980,戸田,4.64
3980,江戸川,4.91
3980,平和島,5.15
3980,多摩川,5.03
3980,浜名湖,4.64
3980,蒲郡,4.84
3980,常滑,5.13
3980,津,4.17
3980,三国,3.73
3980,びわこ,5.35
3980,住之江,4.28
3980,尼崎,4.41
3980,鳴門,4.82
3980,丸亀,5.14
3980,児島,4.91
3980,宮島,4.54
3980,徳山,5.08
3980,下関,5.09
3980,若松,4.87
3980,芦屋,5.16
3980,福岡,4.98
3980,唐津,4.75
3980,大村,4.41
3981,桐生,5.4
3981,戸田,5.54
3981,江戸川,5.62
3981,平和島,5.29
3981,多摩川,5.59
3981,浜名湖,5.55
3981,蒲郡,5.08
3981,常滑,5.5
3981,津,5.19
3981,三国,4.98
3981,びわこ,5.25
3981,住之江,5.61
3981,尼崎,5.18
3981,鳴門,4.54
3981,丸亀,5.59
3981,児島,5.63
3981,宮島,5.87
3981,徳山,5.23
3981,下関,5.47
3981,若松,5.46
3981,芦屋,5.6
3981,福岡,5.41
3981,唐津,5.3
3981,大村,5.49
3982,桐生,5.21
3982,戸田,5.21
3982,江戸川,5.02
3982,平和島,4.89
3982,多摩川,4.27
3982,浜名湖,5.04
3982,蒲郡,4.43
3982,常滑,4.84
3982,津,4.59
3982,三国,4.04
3982,びわこ,4.72
3982,住之江,4.47
3982,尼崎,4.72
3982,鳴門,4.77
3982,丸亀,4.67
3982,児島,4.85
3982,宮島,5.0
3982,徳山,4.41
3982,下関,4.58
3982,若松,4.99
3982,芦屋,4.61
3982,福岡,4.39
3982,唐津,5.04
3982,大村,4.9
3983,桐生,6.69
3983,戸田,7.07
3983,江戸川,6.73
3983,平和島,6.83
3983,多摩川,6.57
3983,浜名湖,6.91
3983,蒲郡,6.85
3983,常滑,6.66
3983,津,6.19
3983,三国,7.26
3983,びわこ,6.61
3983,住之江,6.6
3983,尼崎,6.37
3983,鳴門,6.72
3983,丸亀,6.82
3983,児島,7.3
3983,宮島,6.3
3983,徳山,6.84
3983,下関,6.86
3983,若松,6.87
3983,芦屋,6.67
3983,福岡,6.82
3983,唐津,6.98
3983,大村,6.94
3984,桐生,6.67
3984,戸田,6.18
3984,江戸川,5.87
3984,平和島,6.65
3984,多摩川,6.4
3984,浜名湖,6.29
3984,蒲郡,6.56
3984,常滑,6.66
3984,津,6.81
3984,三国,6.59
3984,びわこ,6.49
3984,住之江,6.29
3984,尼崎,6.91
3984,鳴門,6.47
3984,丸亀,6.75
3984,児島,6.22
3984,宮島,6.83
3984,徳山,6.57
3984,下関,6.08
3984,若松,6.4
3984,芦屋,7.24
3984,福岡,6.4
3984,唐津,7.11
3984,大村,5.95
3986,桐生,6.37
3986,戸田,6.23
3986,江戸川,5.84
3986,平和島,6.22
3986,多摩川,6.16
3986,浜名湖,6.13
3986,蒲郡,6.05
3986,常滑,5.75
3986,津,5.97
3986,三国,6.52
3986,びわこ,6.02
3986,住之江,6.32
3986,尼崎,6.16
3986,鳴門,5.82
3986,丸亀,6.0
3986,児島,5.49
3986,宮島,6.18
3986,徳山,5.76
3986,下関,6.16
3986,若松,6.17
3986,芦屋,6.21
3986,福岡,6.41
3986,唐津,6.15
3986,大村,6.22
3987,桐生,5.85
3987,戸田,6.08
3987,江戸川,5.56
3987,平和島,5.54
3987,多摩川,6.11
3987,浜名湖,6.03
3987,蒲郡,5.64
3987,常滑,6.11
3987,津,5.64
3987,三国,5.77
3987,びわこ,5.62
3987,住之江,6.13
3987,尼崎,5.67
3987,鳴門,5.24
3987,丸亀,5.49
3987,児島,5.64
3987,宮島,5.54
3987,徳山,5.98
3987,下関,6.55
3987,若松,6.45
3987,芦屋,6.59
3987,福岡,5.7
3987,唐津,6.0
3987,大村,6.14
3988,桐生,5.96
3988,戸田,5.54
3988,江戸川,5.34
3988,平和島,5.72
3988,多摩川,6.0
3988,浜名湖,6.03
3988,蒲郡,5.91
3988,常滑,5.81
3988,津,5.71
3988,三国,5.93
3988,びわこ,5.47
3988,住之江,5.89
3988,尼崎,5.9
3988,鳴門,5.58
3988,丸亀,5.18
3988,児島,5.7
3988,宮島,5.71
3988,徳山,6.1
3988,下関,6.28
3988,若松,5.68
3988,芦屋,6.28
3988,福岡,5.47
3988,唐津,5.65
3988,大村,6.1
3989,桐生,4.47
3989,戸田,4.78
3989,江戸川,4.41
3989,平和島,4.61
3989,多摩川,3.81
3989,浜名湖,4.07
3989,蒲郡,4.06
3989,常滑,4.23
3989,津,4.83
3989,三国,4.6
3989,びわこ,4.63
3989,住之江,4.15
3989,尼崎,4.26
3989,鳴門,4.07
3989,丸亀,3.89
3989,児島,3.85
3989,宮島,3.96
3989,徳山,3.73
3989,下関,3.5
3989,若松,4.0
3989,芦屋,4.13
3989,福岡,4.14
3989,唐津,4.24
3989,大村,4.28
3990,桐生,5.6
3990,戸田,5.36
3990,江戸川,5.23
3990,平和島,5.2
3990,多摩川,5.21
3990,浜名湖,5.66
3990,蒲郡,5.7
3990,常滑,5.63
3990,津,5.63
3990,三国,5.58
3990,びわこ,5.8
3990,住之江,5.64
3990,尼崎,5.67
3990,鳴門,5.75
3990,丸亀,5.46
3990,児島,5.46
3990,宮島,5.63
3990,徳山,5.52
3990,下関,5.46
3990,若松,5.91
3990,芦屋,5.93
3990,福岡,5.18
3990,唐津,5.74
3990,大村,5.78
3992,桐生,5.57
3992,戸田,5.95
3992,江戸川,5.63
3992,平和島,5.63
3992,多摩川,5.56
3992,浜名湖,5.7
3992,蒲郡,5.61
3992,常滑,6.01
3992,津,5.33
3992,三国,5.78
3992,びわこ,5.6
3992,住之江,5.78
3992,尼崎,5.81
3992,鳴門,5.7
3992,丸亀,5.97
3992,児島,5.4
3992,宮島,5.18
3992,徳山,5.5
3992,下関,5.74
3992,若松,5.73
3992,芦屋,5.88
3992,福岡,5.36
3992,唐津,5.14
3992,大村,5.62
3993,桐生,5.79
3993,戸田,5.63
3993,江戸川,5.97
3993,平和島,5.15
3993,多摩川,6.44
3993,浜名湖,6.17
3993,蒲郡,5.85
3993,常滑,5.57
3993,津,5.91
3993,三国,6.07
3993,びわこ,5.63
3993,住之江,6.17
3993,尼崎,6.26
3993,鳴門,6.48
3993,丸亀,6.07
3993,児島,5.57
3993,宮島,5.44
3993,徳山,5.88
3993,下関,5.78
3993,若松,6.13
3993,芦屋,5.31
3993,福岡,5.35
3993,唐津,6.34
3993,大村,5.86
3994,桐生,5.14
3994,戸田,4.83
3994,江戸川,4.75
3994,平和島,4.72
3994,多摩川,4.74
3994,浜名湖,4.66
3994,蒲郡,5.07
3994,常滑,4.53
3994,津,4.52
3994,三国,4.69
3994,びわこ,4.96
3994,住之江,5.11
3994,尼崎,4.81
3994,鳴門,4.67
3994,丸亀,5.19
3994,児島,5.32
3994,宮島,5.18
3994,徳山,4.62
3994,下関,4.84
3994,若松,5.17
3994,芦屋,4.66
3994,福岡,4.88
3994,唐津,4.9
3994,大村,3.43
3995,桐生,6.74
3995,戸田,6.58
3995,江戸川,6.68
3995,平和島,6.31
3995,多摩川,6.62
3995,浜名湖,6.61
3995,蒲郡,6.67
3995,常滑,6.41
3995,津,6.85
3995,三国,5.88
3995,びわこ,6.44
3995,住之江,6.42
3995,尼崎,6.63
3995,鳴門,6.18
3995,丸亀,6.74
3995,児島,6.37
3995,宮島,6.87
3995,徳山,6.85
3995,下関,6.34
3995,若松,6.61
3995,芦屋,6.53
3995,福岡,6.86
3995,唐津,6.54
3995,大村,6.39
3996,桐生,7.3
3996,戸田,7.3
3996,江戸川,7.06
3996,平和島,7.02
3996,多摩川,6.93
3996,浜名湖,6.73
3996,蒲郡,7.13
3996,常滑,6.88
3996,津,6.59
3996,三国,6.8
